name,min_lat,min_lon,max_lat,max_lon,bs_lat,bs_lon,bs_height
city_0_tokyo_3p5,35.68820000,139.69070000,35.69120000,139.69370000,"35.68850000,35.68850000,35.69090000","139.69100000,139.69340000,139.69220000","10.0,10.0,10.0"
